Entity;Week;Day;Flights;Flights (7-day moving average);Day 2019;Flights 2019 (Reference);% vs 2019 (Daily);% vs 2019 (7-day Moving Average);Day Previous Year;Flights Previous Year
British Airways Group;47;2021-11-25;479;475,6;2019-11-28;879;-45,51%;-43,06%;2020-11-26;100
British Airways Group;47;2021-11-26;496;471,7;2019-11-29;882;-43,76%;-43,39%;2020-11-27;126
British Airways Group;47;2021-11-27;419;469,4;2019-11-30;692;-39,45%;-43,87%;2020-11-28;105
British Airways Group;47;2021-11-28;499;469,6;2019-12-01;813;-38,62%;-43,91%;2020-11-29;127
British Airways Group;48;2021-11-29;487;467,6;2019-12-02;929;-47,58%;-44,56%;2020-11-30;103
British Airways Group;48;2021-11-30;431;465,4;2019-12-03;844;-48,93%;-44,85%;2020-12-01;90
British Airways Group;48;2021-12-01;438;464,1;2019-12-04;887;-50,62%;-45,17%;2020-12-02;86
British Airways Group;48;2021-12-02;462;461,7;2019-12-05;884;-47,74%;-45,51%;2020-12-03;113
British Airways Group;48;2021-12-03;500;462,3;2019-12-06;887;-43,63%;-45,49%;2020-12-04;128
British Airways Group;48;2021-12-04;426;463,3;2019-12-07;693;-38,53%;-45,38%;2020-12-05;143
British Airways Group;48;2021-12-05;472;459,4;2019-12-08;803;-41,22%;-45,74%;2020-12-06;156
British Airways Group;49;2021-12-06;464;456,1;2019-12-09;914;-49,23%;-45,99%;2020-12-07;189
British Airways Group;49;2021-12-07;417;454,1;2019-12-10;834;-50,00%;-46,14%;2020-12-08;151
British Airways Group;49;2021-12-08;424;452,1;2019-12-11;894;-52,57%;-46,44%;2020-12-09;162
British Airways Group;49;2021-12-09;454;451;2019-12-12;906;-49,89%;-46,77%;2020-12-10;197
British Airways Group;49;2021-12-10;491;449,7;2019-12-13;922;-46,75%;-47,23%;2020-12-11;227
British Airways Group;49;2021-12-11;441;451,9;2019-12-14;759;-41,90%;-47,56%;2020-12-12;218
British Airways Group;49;2021-12-12;503;456,3;2019-12-15;855;-41,17%;-47,50%;2020-12-13;234
British Airways Group;50;2021-12-13;477;458,1;2019-12-16;927;-48,54%;-47,40%;2020-12-14;215
British Airways Group;50;2021-12-14;440;461,4;2019-12-17;837;-47,43%;-47,05%;2020-12-15;178
British Airways Group;50;2021-12-15;478;469,1;2019-12-18;889;-46,23%;-46,12%;2020-12-16;191
British Airways Group;50;2021-12-16;502;476;2019-12-19;915;-45,14%;-45,41%;2020-12-17;309
British Airways Group;50;2021-12-17;531;481,7;2019-12-20;916;-42,03%;-44,70%;2020-12-18;315
British Airways Group;50;2021-12-18;496;489,6;2019-12-21;785;-36,82%;-44,04%;2020-12-19;336
British Airways Group;50;2021-12-19;511;490,7;2019-12-22;857;-40,37%;-43,93%;2020-12-20;321
British Airways Group;51;2021-12-20;471;489,9;2019-12-23;884;-46,72%;-43,63%;2020-12-21;248
British Airways Group;51;2021-12-21;454;491,9;2019-12-24;676;-32,84%;-41,86%;2020-12-22;210
British Airways Group;51;2021-12-22;462;489,6;2019-12-25;218;111,93%;-34,74%;2020-12-23;195
British Airways Group;51;2021-12-23;468;484,7;2019-12-26;744;-37,10%;-33,21%;2020-12-24;145
British Airways Group;51;2021-12-24;376;462,6;2019-12-27;863;-56,43%;-35,59%;2020-12-25;63
British Airways Group;51;2021-12-25;167;415,6;2019-12-28;772;-78,37%;-41,98%;2020-12-26;114
British Airways Group;51;2021-12-26;396;399,1;2019-12-29;840;-52,86%;-44,09%;2020-12-27;159
British Airways Group;52;2021-12-27;450;396,1;2019-12-30;831;-45,85%;-43,91%;2020-12-28;143
British Airways Group;52;2021-12-28;441;394,3;2019-12-31;718;-38,58%;-44,65%;2020-12-29;112
British Airways Group;52;2021-12-29;434;390,3;2020-01-01;758;-42,74%;-50,56%;2020-12-30;148
British Airways Group;52;2021-12-30;443;386,7;2020-01-02;852;-48,00%;-51,95%;2020-12-31;74
British Airways Group;52;2021-12-31;384;387,9;2020-01-03;858;-55,24%;-51,77%;2021-01-01;89
British Airways Group;52;2022-01-01;398;420,9;2019-01-05;719;-44,65%;-47,17%;2021-01-02;162
British Airways Group;52;2022-01-02;486;433,7;2019-01-06;824;-41,02%;-45,40%;2021-01-03;194
British Airways Group;1;2022-01-03;517;443,3;2019-01-07;848;-39,03%;-44,36%;2021-01-04;175
British Airways Group;1;2022-01-04;477;448,4;2019-01-08;809;-41,04%;-44,62%;2021-01-05;139
British Airways Group;1;2022-01-05;429;447,7;2019-01-09;822;-47,81%;-45,32%;2021-01-06;125
British Airways Group;1;2022-01-06;449;448,6;2019-01-10;820;-45,24%;-44,91%;2021-01-07;130
British Airways Group;1;2022-01-07;478;462;2019-01-11;819;-41,64%;-42,87%;2021-01-08;138
British Airways Group;1;2022-01-08;447;469;2019-01-12;710;-37,04%;-41,91%;2021-01-09;173
British Airways Group;1;2022-01-09;512;472,7;2019-01-13;815;-37,18%;-41,36%;2021-01-10;177
British Airways Group;2;2022-01-10;425;459,6;2019-01-14;844;-49,64%;-42,95%;2021-01-11;156
British Airways Group;2;2022-01-11;340;440;2019-01-15;782;-56,52%;-45,12%;2021-01-12;110
British Airways Group;2;2022-01-12;332;426,1;2019-01-16;810;-59,01%;-46,73%;2021-01-13;111
British Airways Group;2;2022-01-13;386;417,1;2019-01-17;830;-53,49%;-47,95%;2021-01-14;114
British Airways Group;2;2022-01-14;418;408,6;2019-01-18;845;-50,53%;-49,25%;2021-01-15;129
British Airways Group;2;2022-01-15;401;402;2019-01-19;699;-42,63%;-49,97%;2021-01-16;121
British Airways Group;2;2022-01-16;454;393,7;2019-01-20;806;-43,67%;-50,93%;2021-01-17;138
British Airways Group;3;2022-01-17;354;383,6;2019-01-21;836;-57,66%;-52,12%;2021-01-18;104
British Airways Group;3;2022-01-18;296;377,3;2019-01-22;753;-60,69%;-52,66%;2021-01-19;89
British Airways Group;3;2022-01-19;283;370,3;2019-01-23;815;-65,28%;-53,58%;2021-01-20;83
British Airways Group;3;2022-01-20;352;365,4;2019-01-24;845;-58,34%;-54,31%;2021-01-21;102
British Airways Group;3;2022-01-21;381;360,1;2019-01-25;847;-55,02%;-54,99%;2021-01-22;112
British Airways Group;3;2022-01-22;394;359,1;2019-01-26;705;-44,11%;-55,16%;2021-01-23;103
British Airways Group;3;2022-01-23;432;356;2019-01-27;808;-46,53%;-55,57%;2021-01-24;123
British Airways Group;4;2022-01-24;355;356,1;2019-01-28;869;-59,15%;-55,81%;2021-01-25;91
British Airways Group;4;2022-01-25;285;354,6;2019-01-29;824;-65,41%;-56,56%;2021-01-26;73
British Airways Group;4;2022-01-26;277;353,7;2019-01-30;848;-67,33%;-56,91%;2021-01-27;84
British Airways Group;4;2022-01-27;335;351,3;2019-01-31;811;-58,69%;-56,95%;2021-01-28;105
Brussels Airlines;39;2021-10-01;153;130,1;2019-10-04;262;-41,60%;-48,33%;2020-10-02;40
Brussels Airlines;39;2021-10-02;129;129;2019-10-05;215;-40,00%;-48,49%;2020-10-03;49
Brussels Airlines;39;2021-10-03;140;129,1;2019-10-06;239;-41,42%;-48,46%;2020-10-04;32
Brussels Airlines;40;2021-10-04;152;130;2019-10-07;253;-39,92%;-48,00%;2020-10-05;46
Brussels Airlines;40;2021-10-05;109;129,7;2019-10-08;236;-53,81%;-47,39%;2020-10-06;19
Brussels Airlines;40;2021-10-06;103;129,1;2019-10-09;244;-57,79%;-46,95%;2020-10-07;19
Brussels Airlines;40;2021-10-07;117;129;2019-10-10;243;-51,85%;-46,63%;2020-10-08;42
Brussels Airlines;40;2021-10-08;154;129,1;2019-10-11;250;-38,40%;-46,19%;2020-10-09;38
Brussels Airlines;40;2021-10-09;138;130,4;2019-10-12;187;-26,20%;-44,73%;2020-10-10;45
Brussels Airlines;40;2021-10-10;137;130;2019-10-13;217;-36,87%;-44,17%;2020-10-11;29
Brussels Airlines;41;2021-10-11;141;128,4;2019-10-14;251;-43,82%;-44,78%;2020-10-12;40
Brussels Airlines;41;2021-10-12;113;129;2019-10-15;241;-53,11%;-44,70%;2020-10-13;18
Brussels Airlines;41;2021-10-13;99;128,4;2019-10-16;252;-60,71%;-45,22%;2020-10-14;15
Brussels Airlines;41;2021-10-14;111;127,6;2019-10-17;244;-54,51%;-45,62%;2020-10-15;39
Brussels Airlines;41;2021-10-15;149;126,9;2019-10-18;252;-40,87%;-45,99%;2020-10-16;35
Brussels Airlines;41;2021-10-16;129;125,6;2019-10-19;182;-29,12%;-46,37%;2020-10-17;52
Brussels Airlines;41;2021-10-17;137;125,6;2019-10-20;219;-37,44%;-46,44%;2020-10-18;25
Brussels Airlines;42;2021-10-18;145;126,1;2019-10-21;250;-42,00%;-46,16%;2020-10-19;37
Brussels Airlines;42;2021-10-19;110;125,7;2019-10-22;239;-53,97%;-46,28%;2020-10-20;12
Brussels Airlines;42;2021-10-20;111;127,4;2019-10-23;248;-55,24%;-45,41%;2020-10-21;15
Brussels Airlines;42;2021-10-21;128;129,9;2019-10-24;247;-48,18%;-44,47%;2020-10-22;36
Brussels Airlines;42;2021-10-22;148;129,7;2019-10-25;257;-42,41%;-44,70%;2020-10-23;32
Brussels Airlines;42;2021-10-23;129;129,7;2019-10-26;189;-31,75%;-44,94%;2020-10-24;49
Brussels Airlines;42;2021-10-24;132;129;2019-10-27;196;-32,65%;-44,46%;2020-10-25;25
Brussels Airlines;43;2021-10-25;141;128,4;2019-10-28;222;-36,49%;-43,74%;2020-10-26;41
Brussels Airlines;43;2021-10-26;108;128,1;2019-10-29;217;-50,23%;-43,08%;2020-10-27;31
Brussels Airlines;43;2021-10-27;112;128,3;2019-10-30;227;-50,66%;-42,25%;2020-10-28;15
Brussels Airlines;43;2021-10-28;124;127,7;2019-10-31;213;-41,78%;-41,22%;2020-10-29;46
Brussels Airlines;43;2021-10-29;152;128,3;2019-11-01;190;-20,00%;-38,24%;2020-10-30;40
Brussels Airlines;43;2021-10-30;132;128,7;2019-11-02;161;-18,01%;-36,82%;2020-10-31;51
Brussels Airlines;43;2021-10-31;146;130,7;2019-11-03;194;-24,74%;-35,74%;2020-11-01;40
Brussels Airlines;44;2021-11-01;137;130,1;2019-11-04;226;-39,38%;-36,20%;2020-11-02;42
Brussels Airlines;44;2021-11-02;131;133,4;2019-11-05;223;-41,26%;-34,87%;2020-11-03;24
Brussels Airlines;44;2021-11-03;124;135,1;2019-11-06;231;-46,32%;-34,21%;2020-11-04;13
Brussels Airlines;44;2021-11-04;130;136;2019-11-07;231;-43,72%;-34,62%;2020-11-05;35
Brussels Airlines;44;2021-11-05;139;134,1;2019-11-08;232;-40,09%;-37,32%;2020-11-06;31
Brussels Airlines;44;2021-11-06;132;134,1;2019-11-09;133;-0,75%;-36,12%;2020-11-07;44
Brussels Airlines;44;2021-11-07;142;133,6;2019-11-10;175;-18,86%;-35,56%;2020-11-08;30
Brussels Airlines;45;2021-11-08;135;133,3;2019-11-11;228;-40,79%;-35,79%;2020-11-09;35
Brussels Airlines;45;2021-11-09;124;132,3;2019-11-12;234;-47,01%;-36,75%;2020-11-10;21
Brussels Airlines;45;2021-11-10;127;132,7;2019-11-13;230;-44,78%;-36,50%;2020-11-11;11
Brussels Airlines;45;2021-11-11;126;132,1;2019-11-14;220;-42,73%;-36,29%;2020-11-12;24
Brussels Airlines;45;2021-11-12;136;131,7;2019-11-15;228;-40,35%;-36,33%;2020-11-13;17
Brussels Airlines;45;2021-11-13;103;127,6;2019-11-16;139;-25,90%;-38,58%;2020-11-14;30
Brussels Airlines;45;2021-11-14;140;127,3;2019-11-17;188;-25,53%;-39,26%;2020-11-15;11
Brussels Airlines;46;2021-11-15;136;127,4;2019-11-18;224;-39,29%;-39,03%;2020-11-16;27
Brussels Airlines;46;2021-11-16;123;127,3;2019-11-19;225;-45,33%;-38,72%;2020-11-17;14
Brussels Airlines;46;2021-11-17;120;126,3;2019-11-20;225;-46,67%;-38,99%;2020-11-18;7
Brussels Airlines;46;2021-11-18;119;125,3;2019-11-21;224;-46,88%;-39,64%;2020-11-19;23
Brussels Airlines;46;2021-11-19;132;124,7;2019-11-22;224;-41,07%;-39,75%;2020-11-20;13
Brussels Airlines;46;2021-11-20;97;123,9;2019-11-23;134;-27,61%;-39,96%;2020-11-21;29
Brussels Airlines;46;2021-11-21;128;122,1;2019-11-24;181;-29,28%;-40,50%;2020-11-22;3
Brussels Airlines;47;2021-11-22;116;119,3;2019-11-25;215;-46,05%;-41,53%;2020-11-23;27
Brussels Airlines;47;2021-11-23;107;117;2019-11-26;212;-49,53%;-42,12%;2020-11-24;10
Brussels Airlines;47;2021-11-24;116;116,4;2019-11-27;220;-47,27%;-42,20%;2020-11-25;7
Brussels Airlines;47;2021-11-25;113;115,6;2019-11-28;218;-48,17%;-42,38%;2020-11-26;23
Brussels Airlines;47;2021-11-26;135;116;2019-11-29;218;-38,07%;-41,92%;2020-11-27;13
Brussels Airlines;47;2021-11-27;98;116,1;2019-11-30;131;-25,19%;-41,72%;2020-11-28;29
Brussels Airlines;47;2021-11-28;129;116,3;2019-12-01;176;-26,70%;-41,44%;2020-11-29;5
Brussels Airlines;48;2021-11-29;127;117,9;2019-12-02;216;-41,20%;-40,69%;2020-11-30;29
Brussels Airlines;48;2021-11-30;111;118,4;2019-12-03;216;-48,61%;-40,57%;2020-12-01;15
Brussels Airlines;48;2021-12-01;113;118;2019-12-04;215;-47,44%;-40,58%;2020-12-02;8
Brussels Airlines;48;2021-12-02;119;118,9;2019-12-05;206;-42,23%;-39,62%;2020-12-03;26
Brussels Airlines;48;2021-12-03;132;118,4;2019-12-06;215;-38,60%;-39,71%;2020-12-04;17
Brussels Airlines;48;2021-12-04;97;118,3;2019-12-07;128;-24,22%;-39,65%;2020-12-05;31
Brussels Airlines;48;2021-12-05;128;118,1;2019-12-08;176;-27,27%;-39,72%;2020-12-06;10
Brussels Airlines;49;2021-12-06;114;116,3;2019-12-09;217;-47,47%;-40,71%;2020-12-07;31
Brussels Airlines;49;2021-12-07;93;113,7;2019-12-10;208;-55,29%;-41,68%;2020-12-08;13
Brussels Airlines;49;2021-12-08;106;112,7;2019-12-11;214;-50,47%;-42,16%;2020-12-09;9
Brussels Airlines;49;2021-12-09;103;110,4;2019-12-12;216;-52,31%;-43,74%;2020-12-10;28
Brussels Airlines;49;2021-12-10;123;109,1;2019-12-13;217;-43,32%;-44,48%;2020-12-11;19
Brussels Airlines;49;2021-12-11;93;108,6;2019-12-14;129;-27,91%;-44,81%;2020-12-12;30
Brussels Airlines;49;2021-12-12;121;107,6;2019-12-15;174;-30,46%;-45,24%;2020-12-13;20
Brussels Airlines;50;2021-12-13;104;106,1;2019-12-16;223;-53,36%;-46,20%;2020-12-14;37
Brussels Airlines;50;2021-12-14;93;106,1;2019-12-17;213;-56,34%;-46,39%;2020-12-15;30
Brussels Airlines;50;2021-12-15;96;104,7;2019-12-18;222;-56,76%;-47,42%;2020-12-16;26
Brussels Airlines;50;2021-12-16;105;105;2019-12-19;218;-51,83%;-47,35%;2020-12-17;43
Brussels Airlines;50;2021-12-17;127;105,6;2019-12-20;218;-41,74%;-47,10%;2020-12-18;33
Brussels Airlines;50;2021-12-18;104;107,1;2019-12-21;131;-20,61%;-46,39%;2020-12-19;41
Brussels Airlines;50;2021-12-19;118;106,7;2019-12-22;165;-28,48%;-46,26%;2020-12-20;34
Brussels Airlines;51;2021-12-20;59;100,3;2019-12-23;174;-66,09%;-47,65%;2020-12-21;32
Brussels Airlines;51;2021-12-21;92;100,1;2019-12-24;143;-35,66%;-44,85%;2020-12-22;34
Brussels Airlines;51;2021-12-22;135;105,7;2019-12-25;129;4,65%;-37,18%;2020-12-23;29
Brussels Airlines;51;2021-12-23;129;109,1;2019-12-26;173;-25,43%;-32,57%;2020-12-24;38
Brussels Airlines;51;2021-12-24;129;109,4;2019-12-27;173;-25,43%;-29,60%;2020-12-25;13
Brussels Airlines;51;2021-12-25;106;109,7;2019-12-28;124;-14,52%;-28,95%;2020-12-26;40
Brussels Airlines;51;2021-12-26;128;111,1;2019-12-29;158;-18,99%;-27,56%;2020-12-27;33
Brussels Airlines;52;2021-12-27;129;121,1;2019-12-30;173;-25,43%;-20,97%;2020-12-28;39
Brussels Airlines;52;2021-12-28;109;123,6;2019-12-31;150;-27,33%;-19,91%;2020-12-29;30
Brussels Airlines;52;2021-12-29;128;122,6;2020-01-01;140;-8,57%;-21,36%;2020-12-30;28
Brussels Airlines;52;2021-12-30;127;122,3;2020-01-02;175;-27,43%;-21,68%;2020-12-31;28
Brussels Airlines;52;2021-12-31;116;120,4;2020-01-03;168;-30,95%;-22,52%;2021-01-01;14
Brussels Airlines;52;2022-01-01;100;119,6;2019-01-05;139;-28,06%;-24,12%;2021-01-02;37
Brussels Airlines;52;2022-01-02;139;121,1;2019-01-06;175;-20,57%;-24,29%;2021-01-03;43
Brussels Airlines;1;2022-01-03;131;121,4;2019-01-07;189;-30,69%;-25,18%;2021-01-04;39
Brussels Airlines;1;2022-01-04;113;122;2019-01-08;185;-38,92%;-27,07%;2021-01-05;35
Brussels Airlines;1;2022-01-05;113;119,9;2019-01-09;193;-41,45%;-31,45%;2021-01-06;27
Brussels Airlines;1;2022-01-06;88;114,3;2019-01-10;192;-54,17%;-35,54%;2021-01-07;40
Brussels Airlines;1;2022-01-07;111;113,6;2019-01-11;187;-40,64%;-36,90%;2021-01-08;24
Brussels Airlines;1;2022-01-08;105;114,3;2019-01-12;116;-9,48%;-35,33%;2021-01-09;35
Brussels Airlines;1;2022-01-09;121;111,7;2019-01-13;159;-23,90%;-35,95%;2021-01-10;28
Brussels Airlines;2;2022-01-10;106;108,1;2019-01-14;183;-42,08%;-37,70%;2021-01-11;32
Brussels Airlines;2;2022-01-11;80;103,4;2019-01-15;178;-55,06%;-40,07%;2021-01-12;15
Brussels Airlines;2;2022-01-12;83;99,1;2019-01-16;206;-59,71%;-43,16%;2021-01-13;20
Brussels Airlines;2;2022-01-13;81;98,1;2019-01-17;201;-59,70%;-44,15%;2021-01-14;33
Brussels Airlines;2;2022-01-14;86;94,6;2019-01-18;200;-57,00%;-46,74%;2021-01-15;16
Brussels Airlines;2;2022-01-15;69;89,4;2019-01-19;118;-41,53%;-49,72%;2021-01-16;36
Brussels Airlines;2;2022-01-16;96;85,9;2019-01-20;162;-40,74%;-51,84%;2021-01-17;17
Brussels Airlines;3;2022-01-17;81;82,3;2019-01-21;203;-60,10%;-54,57%;2021-01-18;29
Brussels Airlines;3;2022-01-18;46;77,4;2019-01-22;200;-77,00%;-57,98%;2021-01-19;14
Brussels Airlines;3;2022-01-19;69;75,4;2019-01-23;208;-66,83%;-59,13%;2021-01-20;0
Brussels Airlines;3;2022-01-20;71;74;2019-01-24;204;-65,20%;-60,00%;2021-01-21;29
Brussels Airlines;3;2022-01-21;87;74,1;2019-01-25;210;-58,57%;-60,23%;2021-01-22;14
Brussels Airlines;3;2022-01-22;66;73,7;2019-01-26;121;-45,45%;-60,55%;2021-01-23;36
Brussels Airlines;3;2022-01-23;84;72;2019-01-27;168;-50,00%;-61,64%;2021-01-24;14
Brussels Airlines;4;2022-01-24;82;72,1;2019-01-28;209;-60,77%;-61,74%;2021-01-25;28
Brussels Airlines;4;2022-01-25;47;72,3;2019-01-29;201;-76,62%;-61,70%;2021-01-26;14
Brussels Airlines;4;2022-01-26;74;73;2019-01-30;180;-58,89%;-60,48%;2021-01-27;0
Brussels Airlines;4;2022-01-27;67;72,4;2019-01-31;212;-68,40%;-61,03%;2021-01-28;29
DHL Group;39;2021-10-01;261;221,3;2019-10-04;229;13,97%;17,35%;2020-10-02;233
DHL Group;39;2021-10-02;93;221,3;2019-10-05;65;43,08%;17,44%;2020-10-03;65
DHL Group;39;2021-10-03;87;221,6;2019-10-06;68;27,94%;17,68%;2020-10-04;69
DHL Group;40;2021-10-04;194;220;2019-10-07;175;10,86%;17,29%;2020-10-05;195
DHL Group;40;2021-10-05;298;220,3;2019-10-08;255;16,86%;17,35%;2020-10-06;272
DHL Group;40;2021-10-06;308;220,6;2019-10-09;273;12,82%;17,33%;2020-10-07;282
DHL Group;40;2021-10-07;296;219,6;2019-10-10;271;9,23%;15,04%;2020-10-08;283
DHL Group;40;2021-10-08;261;219,6;2019-10-11;231;12,99%;14,87%;2020-10-09;239
DHL Group;40;2021-10-09;92;219,4;2019-10-12;73;26,03%;14,12%;2020-10-10;68
DHL Group;40;2021-10-10;89;219,7;2019-10-13;71;25,35%;14,01%;2020-10-11;70
DHL Group;41;2021-10-11;204;221,1;2019-10-14;183;11,48%;14,08%;2020-10-12;185
DHL Group;41;2021-10-12;287;219,6;2019-10-15;262;9,54%;12,68%;2020-10-13;275
DHL Group;41;2021-10-13;306;219,3;2019-10-16;268;14,18%;12,95%;2020-10-14;287
DHL Group;41;2021-10-14;299;219,7;2019-10-17;274;9,12%;12,92%;2020-10-15;276
DHL Group;41;2021-10-15;266;220,4;2019-10-18;239;11,30%;12,63%;2020-10-16;237
DHL Group;41;2021-10-16;91;220,3;2019-10-19;69;31,88%;12,88%;2020-10-17;66
DHL Group;41;2021-10-17;83;219,4;2019-10-20;72;15,28%;12,36%;2020-10-18;69
DHL Group;42;2021-10-18;208;220;2019-10-21;178;16,85%;13,07%;2020-10-19;204
DHL Group;42;2021-10-19;286;219,9;2019-10-22;263;8,75%;12,91%;2020-10-20;273
DHL Group;42;2021-10-20;294;218,1;2019-10-23;274;7,30%;11,54%;2020-10-21;289
DHL Group;42;2021-10-21;297;217,9;2019-10-24;280;6,07%;10,91%;2020-10-22;282
DHL Group;42;2021-10-22;265;217,7;2019-10-25;229;15,72%;11,65%;2020-10-23;235
DHL Group;42;2021-10-23;93;218;2019-10-26;74;25,68%;11,39%;2020-10-24;71
DHL Group;42;2021-10-24;84;218,1;2019-10-27;64;31,25%;12,11%;2020-10-25;68
DHL Group;43;2021-10-25;200;217;2019-10-28;178;12,36%;11,53%;2020-10-26;202
DHL Group;43;2021-10-26;296;218,4;2019-10-29;270;9,63%;11,69%;2020-10-27;283
DHL Group;43;2021-10-27;297;218,9;2019-10-30;279;6,45%;11,50%;2020-10-28;291
DHL Group;43;2021-10-28;308;220,4;2019-10-31;275;12,00%;12,71%;2020-10-29;286
DHL Group;43;2021-10-29;269;221;2019-11-01;189;42,33%;16,40%;2020-10-30;236
DHL Group;43;2021-10-30;91;220,7;2019-11-02;64;42,19%;17,13%;2020-10-31;81
DHL Group;43;2021-10-31;74;219,3;2019-11-03;67;10,45%;16,11%;2020-11-01;75
DHL Group;44;2021-11-01;165;214,3;2019-11-04;178;-7,30%;13,46%;2020-11-02;197
DHL Group;44;2021-11-02;300;214,9;2019-11-05;268;11,94%;13,94%;2020-11-03;283
DHL Group;44;2021-11-03;320;218,1;2019-11-06;282;13,48%;15,42%;2020-11-04;293
DHL Group;44;2021-11-04;310;218,4;2019-11-07;274;13,14%;15,66%;2020-11-05;291
DHL Group;44;2021-11-05;285;220,7;2019-11-08;243;17,28%;12,28%;2020-11-06;251
DHL Group;44;2021-11-06;100;222;2019-11-09;74;35,14%;12,12%;2020-11-07;77
DHL Group;44;2021-11-07;87;223,9;2019-11-10;66;31,82%;13,14%;2020-11-08;85
DHL Group;45;2021-11-08;212;230,6;2019-11-11;177;19,77%;16,62%;2020-11-09;199
DHL Group;45;2021-11-09;304;231,1;2019-11-12;272;11,76%;16,57%;2020-11-10;289
DHL Group;45;2021-11-10;310;229,7;2019-11-13;281;10,32%;15,93%;2020-11-11;288
DHL Group;45;2021-11-11;307;229,3;2019-11-14;285;7,72%;14,81%;2020-11-12;293
DHL Group;45;2021-11-12;275;227,9;2019-11-15;251;9,56%;13,44%;2020-11-13;245
DHL Group;45;2021-11-13;101;228;2019-11-16;70;44,29%;13,84%;2020-11-14;83
DHL Group;45;2021-11-14;88;228,1;2019-11-17;66;33,33%;13,91%;2020-11-15;75
DHL Group;46;2021-11-15;215;228,6;2019-11-18;186;15,59%;13,39%;2020-11-16;208
DHL Group;46;2021-11-16;324;231,4;2019-11-19;282;14,89%;14,00%;2020-11-17;291
DHL Group;46;2021-11-17;318;232,6;2019-11-20;284;11,97%;14,33%;2020-11-18;298
DHL Group;46;2021-11-18;316;233,9;2019-11-21;281;12,46%;15,28%;2020-11-19;300
DHL Group;46;2021-11-19;289;235,9;2019-11-22;247;17,00%;16,60%;2020-11-20;248
DHL Group;46;2021-11-20;103;236,1;2019-11-23;75;37,33%;16,33%;2020-11-21;95
DHL Group;46;2021-11-21;83;235,4;2019-11-24;69;20,29%;15,73%;2020-11-22;79
DHL Group;47;2021-11-22;206;234,1;2019-11-25;193;6,74%;14,54%;2020-11-23;207
DHL Group;47;2021-11-23;315;232,9;2019-11-26;285;10,53%;13,67%;2020-11-24;299
DHL Group;47;2021-11-24;321;233,3;2019-11-27;287;11,85%;13,64%;2020-11-25;314
DHL Group;47;2021-11-25;324;234,4;2019-11-28;287;12,89%;13,72%;2020-11-26;299
DHL Group;47;2021-11-26;295;235,3;2019-11-29;250;18,00%;13,90%;2020-11-27;269
DHL Group;47;2021-11-27;118;237,4;2019-11-30;73;61,64%;15,10%;2020-11-28;111
DHL Group;47;2021-11-28;84;237,6;2019-12-01;74;13,51%;14,77%;2020-11-29;77
DHL Group;48;2021-11-29;225;240,3;2019-12-02;197;14,21%;15,76%;2020-11-30;209
DHL Group;48;2021-11-30;329;242,3;2019-12-03;293;12,29%;16,08%;2020-12-01;313
DHL Group;48;2021-12-01;323;242,6;2019-12-04;290;11,38%;15,98%;2020-12-02;314
DHL Group;48;2021-12-02;327;243;2019-12-05;294;11,22%;15,64%;2020-12-03;314
DHL Group;48;2021-12-03;296;243,1;2019-12-06;253;17,00%;15,47%;2020-12-04;264
DHL Group;48;2021-12-04;120;243,4;2019-12-07;81;48,15%;14,98%;2020-12-05;107
DHL Group;48;2021-12-05;87;243,9;2019-12-08;70;24,29%;15,49%;2020-12-06;86
DHL Group;49;2021-12-06;211;241,9;2019-12-09;197;7,11%;14,55%;2020-12-07;210
DHL Group;49;2021-12-07;315;239,9;2019-12-10;289;9,00%;13,91%;2020-12-08;280
DHL Group;49;2021-12-08;296;236;2019-12-11;293;1,02%;11,85%;2020-12-09;318
DHL Group;49;2021-12-09;313;234;2019-12-12;297;5,39%;10,68%;2020-12-10;311
DHL Group;49;2021-12-10;300;234,6;2019-12-13;260;15,38%;10,42%;2020-12-11;272
DHL Group;49;2021-12-11;121;234,7;2019-12-14;94;28,72%;9,53%;2020-12-12;108
DHL Group;49;2021-12-12;86;234,6;2019-12-15;73;17,81%;9,25%;2020-12-13;81
DHL Group;50;2021-12-13;220;235,9;2019-12-16;191;15,18%;10,29%;2020-12-14;209
DHL Group;50;2021-12-14;326;237,4;2019-12-17;303;7,59%;9,99%;2020-12-15;309
DHL Group;50;2021-12-15;329;242,1;2019-12-18;300;9,67%;11,66%;2020-12-16;322
DHL Group;50;2021-12-16;321;243,3;2019-12-19;295;8,81%;12,34%;2020-12-17;310
DHL Group;50;2021-12-17;296;242,7;2019-12-20;263;12,55%;11,85%;2020-12-18;272
